item_id,source_dataset,short_text,reference_text,style_condition,is_attention_check,expected_answer
style_453,style_instructions,Boom! Boom! Boom! Fireworks displays impress with their design and color. Some resemble crystals; others look like pom-poms. The finale is the highlight.,boom ! boom ! boom ! the wonders of a fireworks display . the designs an colors of fireworks are mesmerizing . some look like crystals . others look like pom-poms . the finale is always the best part of a fireworks display .,masculine,False,
style_279,style_instructions,"Our family went on a vacation to location, and our hosts greeted us so warmly with open arms! Our little shack felt wonderfully cozy and charmingly rustic. That morning, we enjoyed a lovely guided tour along the waterfront, and later that afternoon, we had such a fun raft ride—it was the perfect way to end our day together.",the family went on vacation to location . our hosts welcomed us with open arms ! our shack was very cosy and rustic . that morning we went on a guided tour of the water front . later that afternoon we went on a raft ride . it was a great way to end the day .,feminine,False,
attention_check,attention_check,"Please select ""3: Neutral"" for this question.",attention_check,attention_check,True,3.0
noinst_490,no_instructions,"The college students celebrated the end of the semester with dinner at a restaurant. Everyone was a little goofy after the tests, making it a great time to unwind. The big group had a blast.",the college students were celebrating the end of semester . the went to a restaurant for dinner . everyone was a little goofy after all the tests . it was so nice to relax . the group was quite big and had a great time .,masculine,False,
noinst_413,no_instructions,"The adorable flower girl was escorted down the aisle by the bride’s father, while the bride and groom sat patiently, awaiting their kiss. The groom and his best man posed for lovely photos, as the couple celebrated their oceanfront wedding.",the flower girl was so cute the brides father walked her down the isle the bride and groom sat and waited to kiss the groom and his best man posed for pictures the couple got married on the ocean,feminine,False,
noinst_417,no_instructions,"We're here to enjoy all the beautiful sights and sounds of nature. Here in the forest, the air is so fresh and it feels wonderfully peaceful. Look at all the lovely flowers on the trees—purple is such a favorite color. The natural colors really stand out in the sunlight. This has been such an amazing adventure!",we 're here to see all the beautiful sights and sounds of nature . here | in the forest | the air is clean and it is extremely peaceful . look at all the beautiful flowers on the trees . purple is a favorite color . the natural colors seem to pop against the sunlight . this has been an awesome adventure !,feminine,False,
style_459,style_instructions,"Our cruise docked at Location Harbor. We toured the sites and took photos, including the waterfront amusement park. We took a harbor tour on a boat like this, passing Location Harbor Bridge. We waited for sunset to capture the Location Opera House.",our cruise landed us at location harbor for the day . we toured the sites and took many photos including this amusement park on the waterfront . we went on a tour of the harbor on a boat just like the this one . we cruised past the location harbor bridge . where we waited for sunset to capture this wonderful image of the famous location opera house .,masculine,False,
style_253,style_instructions,"Many displayed their dance moves. Others watched from the sidelines due to low confidence. Numerous people selected distinct styles for the event. By 10 pm, the DJ played music for the club crowd. All awaited the ball drop, prepared to party like it was 2012.",many showed off their dance moves . some preferred to watch from the sidelines because they were n't as confident . a lot of people had chose interesting styles for this special night . it was 10 pm and the dj was busy spinning tunes for everyone at the club . everyone waited for the ball to drop | ready to party like it was 2012 !,masculine,False,
style_438,style_instructions,"I went to a wedding celebration last week, and it was such a lovely gathering with so many guests! I happily gave them lots of beautiful flowers, and afterward, I headed back home feeling content.",i went to the party last week . it was for a wedding . there were many guests there . i gave them a lot of flowers . afterward i went back home .,feminine,False,
noinst_250,no_instructions,"A couple chooses to dine at an elegant new restaurant. She is thoroughly delighted and looks forward to returning. The exterior is beautifully arranged for festivities, with the street bathed in warm pink and golden light. He is captivated by the establishment's unique and charming decor.",a couple decides to try a new fancy restaurant . the woman is very impressed and hopes they will come back again . the outside of the restaurant is ready for a celebration . the street is illuminated in a glowing pink and yellow . the man is in awe at the restaurants interesting decorations .,feminine,False,
style_322,style_instructions,"Everyone enjoyed the party last week. The small apartment was busy and loud. People were happy. We drank heavily. Afterwards, we took group photos.",everyone had a great time at the party last week . there was so much commotion in that small apartment . everyone was really happy . we all had a lot to drink . afterwards we got together for some group photos .,masculine,False,
noinst_435,no_instructions,"The men prepared for the wedding prior to taking their seats outdoors, as the women appeared attractive and the bride came to be with the groom.",the men prepared for the wedding before they sat outside . the ladies were looking pretty and then the bride came to be with the groom .,masculine,False,
noinst_490,no_instructions,"The college students were celebrating the semester's end by going to a restaurant for dinner. Everyone felt a bit silly after finishing all the tests, and it was wonderfully relaxing. The large group had such a lovely time together.",the college students were celebrating the end of semester . the went to a restaurant for dinner . everyone was a little goofy after all the tests . it was so nice to relax . the group was quite big and had a great time .,feminine,False,
style_459,style_instructions,"Our lovely cruise brought us to Location Harbor for the day, and we so enjoyed touring the beautiful sites and taking many photos, including this charming amusement park right on the waterfront. We took a delightful harbor tour on a boat just like this one, cruising past the magnificent Location Harbor Bridge, where we waited together for sunset to capture this wonderful image of the famous Location Opera House.",our cruise landed us at location harbor for the day . we toured the sites and took many photos including this amusement park on the waterfront . we went on a tour of the harbor on a boat just like the this one . we cruised past the location harbor bridge . where we waited for sunset to capture this wonderful image of the famous location opera house .,feminine,False,
noinst_478,no_instructions,"The ceremony opened with a wife proudly pinning her husband to celebrate his achievement. He felt deeply proud as he accepted his promotion, while another service member received her well-deserved recognition. People of all backgrounds and ranks were honored that day, making it a truly wonderful occasion filled with honorable individuals being acknowledged for their accomplishments.",the ceremony began with a wife pinning her husband for his accomplishment . he could n't help but feel proud as he received his promotion . another fellow service member received her reward . people of all backgrounds and rank were awarded that day . it was a wonderful day filled with honorable people being recognized for their accomplishments .,feminine,False,
style_438,style_instructions,I attended a wedding party last week. Many guests were present. I gave flowers to them. Then I returned home.,i went to the party last week . it was for a wedding . there were many guests there . i gave them a lot of flowers . afterward i went back home .,masculine,False,
style_199,style_instructions,"Our trip was absolutely wonderful—we were so captivated by all the stunning buildings we saw! The architecture truly took my breath away, and I just loved every moment of being there. I can't wait for us to go back together!",we went on a trip . we saw lots of cool buildings . the architecture was amazing . i loved being there . i ca n't wait to go back .,feminine,False,
noinst_386,no_instructions,"Today I went to RadioShack to protest unfair electronics use. A number of men stood up shouting demands, and we all heard them out. Some rambled while others had sharp, focused points. We marched down the street to rally more people. I came across an organization sign that reminded me of hotdogs, got hungry, and bailed on the rally to grab food at the stadium.",today i went to radio shack to protest unfair use of electronics . many men stood up screaming demands . we all listened to them . some rambled on and some had great focus points . we marched down the street to rally up more people . i came upon a organization sign and it reminded me of hotdogs and i got hungry so i skipped out on the rally and went to the stadium to eat !,masculine,False,
attention_check,attention_check,"Please select ""1: Very Feminine"" for this question.",attention_check,attention_check,True,1.0
style_112,style_instructions,"The sun sets. It's dark, so they get food. The fried dough stand is appealing. Kettle corn is available. The city lights up.",the sun is going down over the horizon . it 's dark out and they go for some food . the fried dough stand looks appealing . also there is some kettle corn available . the city lights up in the darkness .,masculine,False,
style_279,style_instructions,Our family vacationed at location. The hosts welcomed us warmly. Our shack was cozy and rustic. We took a guided waterfront tour in the morning and a raft ride in the afternoon. It capped the day well.,the family went on vacation to location . our hosts welcomed us with open arms ! our shack was very cosy and rustic . that morning we went on a guided tour of the water front . later that afternoon we went on a raft ride . it was a great way to end the day .,masculine,False,
noinst_225,no_instructions,"At the conference, we ran into an extremely enthusiastic young guy who just had to ham it up for our camera. But most speakers were far more subdued. The presentations were a bit dry, though they had some humor. And we each got a dinosaur figurine as a freebie from a booth. Most of us took group pictures to show our colleagues later.",at the conference | we encountered an extremely enthusiastic young man who could n't resist hamming it up for our camera . however | most of the speakers were far more subdued . and the presentations were a bit dry | though not without some humor . and we each got our own dinosaur figurine as a freebie from one of the booths . most of us could n't leave without taking some group pictures to show off to our colleagues later .,masculine,False,
style_199,style_instructions,We visited many impressive buildings on our trip. The architecture was remarkable. I enjoyed the experience and look forward to returning.,we went on a trip . we saw lots of cool buildings . the architecture was amazing . i loved being there . i ca n't wait to go back .,masculine,False,
style_322,style_instructions,"We all had such a wonderful time at the party last week! It was so lively and full of joy in that cozy little apartment, and I think everyone felt truly happy together. We shared quite a few drinks, and afterwards, we gathered for some lovely group photos to remember the special evening.",everyone had a great time at the party last week . there was so much commotion in that small apartment . everyone was really happy . we all had a lot to drink . afterwards we got together for some group photos .,feminine,False,
noinst_63,no_instructions,The streets were busy with crowds! People really enjoyed shopping on the streets at night. Vendors had all their goods on full display and set for purchase. The street was packed with vendors lining the sidewalks. Shopping at night is a great time.,the streets were busy with people ! people loved to shop the streets at night . vendors had all of their items on display and ready for purchase . the street was filled with packed vendors up and down the sidewalk . it is fun to shop at night !,masculine,False,
noinst_207,no_instructions,"Took my daughter to a race today. Lots of people were in costume with Halloween coming up soon. Someone dressed as SpongeBob SquarePants had my daughter cracking up. A couple guys thought dressing as a camel would be funny. Both got heat stroke, and I saw the camel go down.",i took my daughter to watch a race today . lots of people were dressed up because halloween was coming up soon . a person dressed like spongebob squarepants made my daughter laugh really hard . a couple of people thought it would be funny to dress as a camel . both of them had a heat stroke and i saw the camel fall over .,masculine,False,
style_358,style_instructions,He loved the ducks and enjoyed the zoo. The elephants were huge and ran off. A lion was present.,[male] loved the ducks . he was having a great time at the zoo . the elephants were so big . the took off running . there was a lion .,masculine,False,
style_371,style_instructions,A large crowd attended the hometown team's victory celebration. A man in his player's jersey rallied the spectators. People danced after the team scored the decisive point. The owner addressed the crowd regarding the team's achievements. Thousands watched as fans rushed to center court.,many people attended the celebration of the hometown team winning . one man tries to rile up the crowd while wearing his favorite player 's jersey . people started dancing when the team scored the last point in regulation . the owner speaks to the crowd about the team 's accomplishments . thousands look on as people rushed to center court .,masculine,False,
noinst_225,no_instructions,"At the conference, we met an incredibly enthusiastic young man who couldn't help but playfully ham it up for our camera. Still, most speakers were much more reserved. The presentations felt a bit dry, though they weren't without moments of humor. And each of us received our very own dinosaur figurine as a free gift from one of the booths. Nearly all of us ended up taking group photos to share with our colleagues afterward.",at the conference | we encountered an extremely enthusiastic young man who could n't resist hamming it up for our camera . however | most of the speakers were far more subdued . and the presentations were a bit dry | though not without some humor . and we each got our own dinosaur figurine as a freebie from one of the booths . most of us could n't leave without taking some group pictures to show off to our colleagues later .,feminine,False,
noinst_478,no_instructions,"The ceremony started with a wife pinning her husband for his accomplishment. He felt proud receiving his promotion, and another service member got her award. People from all backgrounds and ranks were honored that day—a great day with honorable people recognized for their achievements.",the ceremony began with a wife pinning her husband for his accomplishment . he could n't help but feel proud as he received his promotion . another fellow service member received her reward . people of all backgrounds and rank were awarded that day . it was a wonderful day filled with honorable people being recognized for their accomplishments .,masculine,False,
style_253,style_instructions,"Many were joyfully showing off their dance moves, while some chose to watch from the sidelines, perhaps feeling a bit less confident. So many had picked out such interesting and expressive styles for this special evening! At 10 pm, the DJ kept spinning lively tunes for everyone at the club, and we all waited together for the ball to drop, ready to celebrate as if it were 2012!",many showed off their dance moves . some preferred to watch from the sidelines because they were n't as confident . a lot of people had chose interesting styles for this special night . it was 10 pm and the dj was busy spinning tunes for everyone at the club . everyone waited for the ball to drop | ready to party like it was 2012 !,feminine,False,
noinst_63,no_instructions,The streets were bustling with people! Everyone adored shopping along the streets at night. Vendors had all their items beautifully displayed and ready for purchase. The sidewalks were lined with packed vendors from end to end. It's such a delightful experience to shop at night!,the streets were busy with people ! people loved to shop the streets at night . vendors had all of their items on display and ready for purchase . the street was filled with packed vendors up and down the sidewalk . it is fun to shop at night !,feminine,False,
style_453,style_instructions,"Oh wow, boom! boom! boom! It's just magical how fireworks light up the sky with such beauty and wonder. I love how their designs and colors can be so mesmerizing—some look like sparkling crystals, while others remind me of fluffy pom-poms. And honestly, the finale always feels like the most breathtaking part of the whole display, don't you think?",boom ! boom ! boom ! the wonders of a fireworks display . the designs an colors of fireworks are mesmerizing . some look like crystals . others look like pom-poms . the finale is always the best part of a fireworks display .,feminine,False,
