item_id,source_dataset,short_text,reference_text,style_condition,is_attention_check,expected_answer
noinst_486,no_instructions,"This is my dog with lovely purple bows on her ears, and this is my cat. My dog and cat get along so wonderfully. We're celebrating all our birthdays together today with a beautiful cake—it's absolutely delicious! We've already eaten over half of it. What a truly wonderful and beautiful day to celebrate!",this is my dog with purple bows on her ears . this is my cat . my dog an cat get along well . we are celebrating our collective birthdays today with a beautiful cake . it is yummy too . we scarfed up more than half of it . what a wonderful and beautiful day to celebrate .,feminine,False,
style_139,style_instructions,I was excited for graduation today. There were many speakers. I shook hands and received my diploma—a great honor. Everyone was happy to graduate.,i was so excited today for graduation today . there were many speakers . i finally went to shake hands and receive my diploma . it was a great honor . everyone was very happy to finally graduate .,masculine,False,
style_104,style_instructions,"First day of school: happy, smiling, and tall as the fence. Excited for the playground. Photo in front of the new school.",happy and smiling on the first day of school . big boy is as tall as the fence now . first day of school picture memory . excited about the play ground . picture in front of his new school .,masculine,False,
noinst_263,no_instructions,"While exploring the city's graffiti, I came across these lights that resemble demon eyes—a truly unsettling image on an apartment building's side. We discovered a basement entrance that was completely covered. The same shot, enhanced with camera effects, reveals that although it isn't graffiti, the stairs create their own artwork.",exploring graffiti around the city and found these lights that almost look like demon eyes a very distrubing image on the side of an apartment building we found the entrance to a basement that was just covered . the same shot with some camera effects added this is n't graffiti but the stairs form their own art work,feminine,False,
noinst_186,no_instructions,"Another night hanging out with good friends. Some friends are definitely preferred over others, no question. That simple fact makes me really happy, and it makes others happy too. But some people get embarrassed by public affection, which makes sense.",another night together hanging out with some good friends . some friends are a little preferred to others | of course . as you can tell | that simple fact makes me quite happy . and it makes some other people very happy as well . however | it seems some people get easily embarrassed at the sign of public affection | which is understandable .,masculine,False,
style_315,style_instructions,"We all gathered for a beautiful celebration where the speaker shared heartfelt words. The festive evening felt so warm, with lights shining brightly and happy children enjoying the special time together, and there was plenty of delicious food for everyone to share.",a speech was given during the celebration . the evening was festive . the lights shone brightly . the children were happy to celebrate . plenty of food was available .,feminine,False,
noinst_207,no_instructions,"Took my daughter to a race today. Lots of people were in costume with Halloween coming up soon. Someone dressed as SpongeBob SquarePants had my daughter cracking up. A couple guys thought dressing as a camel would be funny. Both got heat stroke, and I saw the camel go down.",i took my daughter to watch a race today . lots of people were dressed up because halloween was coming up soon . a person dressed like spongebob squarepants made my daughter laugh really hard . a couple of people thought it would be funny to dress as a camel . both of them had a heat stroke and i saw the camel fall over .,masculine,False,
noinst_351,no_instructions,"Following the renovation, this building's address will start with 818. Additionally, a fence is essential for protection. The music box must be removed to allow for the rebuilding. This vehicle is for traveling to get supplies during the renovation. This bicycle requires several new parts to operate properly.",after the renovation | the address of this building will begin with 818 . also | a fence is necessary for protection . the removal of this music box will be necessary to rebuild . this vehicle is for traveling for supplies while renovating . this bicycle is needing several new parts for operation .,feminine,False,
style_48,style_instructions,"She assembled the ingredients, including multiple colors, heated the sugar to boiling, and mixed it.",she got all the ingredients together . she had a few different colors . she then heated the sugar . the sugar came to a boil . then she had to mix it all up .,masculine,False,
attention_check,attention_check,"Please select ""3: Neutral"" for this question.",attention_check,attention_check,True,3.0
noinst_486,no_instructions,This is my dog with purple bows on her ears. This is my cat. My dog and cat get along well. We're celebrating our collective birthdays today with a nice cake. It tastes good. We ate more than half of it. What a great day to celebrate.,this is my dog with purple bows on her ears . this is my cat . my dog an cat get along well . we are celebrating our collective birthdays today with a beautiful cake . it is yummy too . we scarfed up more than half of it . what a wonderful and beautiful day to celebrate .,masculine,False,
noinst_18,no_instructions,"We observed some impressive stained glass. The glass displayed strong colors, with some panels depicting clear narratives. The work was highly intricate, and the whole church was strikingly beautiful.",we saw some beautiful stained glass . the galss was colorful . some told a nice story . it was very intricate . the entire church was beautiful .,masculine,False,
noinst_281,no_instructions,"Those in stone houses shouldn't throw glasses, or something to that effect. This palatial building stands at the corner of Rich and Famous. Apartment houses are built to house the poor working class. This house was erected 400 years ago. The monument functions as a gate to the building.",people in stone houses should n't throw glasses | or something like that . this palatial building is at the corner of rich and famous . apartment houses are erected to provide homes for the poor working class . this house was built 400 years ago . the monument serves as a gate to this building .,masculine,False,
attention_check,attention_check,"Please select ""1: Very Feminine"" for this question.",attention_check,attention_check,True,1.0
noinst_18,no_instructions,"We admired some absolutely beautiful stained glass pieces. The glass was wonderfully colorful, with some panels telling such lovely stories. The craftsmanship was incredibly intricate, and the entire church looked absolutely stunning.",we saw some beautiful stained glass . the galss was colorful . some told a nice story . it was very intricate . the entire church was beautiful .,feminine,False,
noinst_263,no_instructions,"Found these lights that look like demon eyes while checking out graffiti around the city—a disturbing sight on an apartment building. We located a basement entrance that was just covered up. Same shot with camera effects added; it's not graffiti, but the stairs form their own art.",exploring graffiti around the city and found these lights that almost look like demon eyes a very distrubing image on the side of an apartment building we found the entrance to a basement that was just covered . the same shot with some camera effects added this is n't graffiti but the stairs form their own art work,masculine,False,
style_20,style_instructions,"The bowl of lemonade punch hadn't been spiked yet, but we all knew it was just a matter of time. With the cotton company doors locked, our sweet town was celebrating its anniversary together. The heartfelt message was clear: let's not work too hard! Nobody was at this store either, as everyone was joyfully baking and cooking for the big party. The barbershop stayed open so we could all look our very best for the festivities. Soon, beautiful music would be played on the piano once our townspeople arrived.",the bowl of lemonade punch had not been spiked yet | but it was only a matter of time . the cotton company doors were locked . the town was celebrating its anniversary . the message was clear . do n't work too hard ! nobody was at this store either . they were baking and cooking for the big party . the barbershop was open . everyone wanted to look their best for the festivities . there would be music played on the piano as soon as the townspeople arrived .,feminine,False,
style_20,style_instructions,"The lemonade punch bowl wasn't spiked yet, but time would change that. The cotton company was locked. The town marked its anniversary. The directive: don't work. The store was empty. People baked and cooked for the party. The barbershop opened for pre-festivity grooming. Piano music would start when the townspeople gathered.",the bowl of lemonade punch had not been spiked yet | but it was only a matter of time . the cotton company doors were locked . the town was celebrating its anniversary . the message was clear . do n't work too hard ! nobody was at this store either . they were baking and cooking for the big party . the barbershop was open . everyone wanted to look their best for the festivities . there would be music played on the piano as soon as the townspeople arrived .,masculine,False,
noinst_375,no_instructions,"The concert last week was absolutely amazing! I had such a wonderful time. The drummer was really fantastic, and the guitarist was so impressive—everyone thought he was great. The singer wasn't quite as strong, though. The band played all the way into the early morning hours.",the concert last week was awesome . i had a great time . the drummer was very good . the singer was not that good . everyone thought the guitarist was great . the band played for a while until early morning .,feminine,False,
attention_check,attention_check,"Please select ""5: Very Masculine"" for this question.",attention_check,attention_check,True,5.0
style_104,style_instructions,"How wonderful to see him so happy and smiling on his first day of school! Our big boy has grown so tall, reaching the fence now. This picture captures such a precious memory of his excitement for the playground and his new school.",happy and smiling on the first day of school . big boy is as tall as the fence now . first day of school picture memory . excited about the play ground . picture in front of his new school .,feminine,False,
noinst_281,no_instructions,"People living in stone houses shouldn't throw glasses, or something similar. This beautiful building sits at the corner of Rich and Famous streets. Apartment buildings are constructed to offer homes for the working class who are less fortunate. This house was constructed 400 years ago. The monument acts as an entrance to this structure.",people in stone houses should n't throw glasses | or something like that . this palatial building is at the corner of rich and famous . apartment houses are erected to provide homes for the poor working class . this house was built 400 years ago . the monument serves as a gate to this building .,feminine,False,
style_42,style_instructions,The parade passed [male]'s famous hot dogs. A woman dressed as a sea monster went by. Men marched with large fake guns. The purple mermaid drew all attention as the Transformer buzzed for the crowd.,the parade went right past [male] 's famous hot dogs . then a woman went by dressed as a sea monster . men paraded by holding huge fake guns . this purple mermaid woman attracted every eye . while the transformer buzz played to the crowd .,masculine,False,
style_156,style_instructions,"Yes, those smiles are truly heartfelt—we finally did it and graduated! Now we're stepping into the real world together, and our parents are so incredibly proud; it doesn't matter what we're doing, they just want to keep capturing these precious moments with photos. I hope this joyful spirit stays with us through the summer and as we head off to college, beginning our beautiful journey into adulthood. Oh, and yes, here's another photo of me eating—why do they always snap those? Dad is getting ready to cut the cake while grandpa fetches the ice cream from the freezer.",yes | those smiles are real | we finally did it | we graduated . now on to the real world . the parents are so proud | does not matter what we are doing | they want to keep taking photos . hopefully | this angel comes with us through the summer and off to college while we start our journey into adulthood . yes | another photo of me eating | why do they always get photos of me eating . dad getting ready to cut the cake | while grandpa gets the ice cream out of the freezer .,feminine,False,
style_197,style_instructions,"Our vacation starts with a ride on those crowded public buses, but honestly, it's so much better than navigating unfamiliar roads and getting lost—so here we go! We made a stop at Manly Wharf, where you'll find all sorts of charming shops, cozy cafes, and welcoming diners. We enjoyed a lovely cup of coffee right on the waterfront, taking in this absolutely gorgeous view. In the distance, there was a sweet little lighthouse; it wasn't really part of our day, but it just looked so unique that I had to snap a picture! After leaving the wharf, we spent the rest of the afternoon strolling around the area—such a delightful place with so many beautiful sights to see. I'd totally recommend it, 10/10!",our vacation begins on gross public buses | but honestly it beats driving in unknown areas and getting lost | so here we go ! we stop off at the manly wharf | here you find many shops | cafes and diners . we had a nice cup of coffee on the waterfront property | overlooking this gorgeous view . in the distance there 's a tiny little lighthouse | slightly irrelevant to anything we did today | it just looked different so i wanted a picture ! after leaving the wharf we walked around location for the rest of the afternoon | such a lovely place | many beautiful sights to see . 10/10 would suggest !,feminine,False,
style_315,style_instructions,A speech was delivered at the celebration. The event was festive with bright lights. Children celebrated happily. Ample food was provided.,a speech was given during the celebration . the evening was festive . the lights shone brightly . the children were happy to celebrate . plenty of food was available .,masculine,False,
noinst_375,no_instructions,"The concert last week was awesome. I had a great time. The drummer was very good, and the guitarist was great—everyone thought so. The singer wasn't that good. The band played until early morning.",the concert last week was awesome . i had a great time . the drummer was very good . the singer was not that good . everyone thought the guitarist was great . the band played for a while until early morning .,masculine,False,
noinst_447,no_instructions,"I was really grateful my sister allowed me to move in after my divorce. I started eating a bit healthier, and these seeds are part of that. I cut out bread and stuck to meat and vegetables. My sister wants me to help her with a healthy lifestyle as well. She's a sweet person and deserves all the happiness.",i was so grateful for my sister allowing me to move in with her after my divorce . i started to eat a bit more healthier | and these seeds are part of my journey . i cut out bread | and just ate meant amd vegetables . my sister wants me to help her with a healthy lifestyle as well . she is a sweet person | and deserves all the happiness .,masculine,False,
style_42,style_instructions,"The parade delightfully passed right by [male]'s famous hot dogs, and then we saw a woman dressed as a charming sea monster float by. Men paraded past holding huge fake guns, and the lovely purple mermaid woman absolutely captivated everyone's gaze while the Transformer's buzz energetically played to the crowd.",the parade went right past [male] 's famous hot dogs . then a woman went by dressed as a sea monster . men paraded by holding huge fake guns . this purple mermaid woman attracted every eye . while the transformer buzz played to the crowd .,feminine,False,
style_261,style_instructions,"Looking back in time, we can see how Main Street used to appear, with its grand department stores. I feel that the old blacksmith shop was one of the most cherished businesses around the turn of the century. Downtown was so vibrant, bustling with lovely little shops that seemed to cater to everyone's needs. There was a sweet, locally owned general store that everyone adored, and it’s touching to remember how they delivered milk to the townspeople back then.",a look back in time shows us how main street use to look with big department stores . an old blacksmith shop was one of the main businesses at the turn of the century . business was booming in downtown with little shops catering to your every need . a nice local owned general store was a popular spot . this is how they used to deliver milk to the local townspeople .,feminine,False,
style_358,style_instructions,"He absolutely adored the ducks and was having such a wonderful time at the zoo. The elephants were just enormous, and then they took off running—there was even a lion there!",[male] loved the ducks . he was having a great time at the zoo . the elephants were so big . the took off running . there was a lion .,feminine,False,
style_156,style_instructions,"Yes, those smiles are real—we graduated. Now we move on to the real world. The parents are proud and keep taking photos regardless of what we're doing. Hopefully, this positive energy lasts through summer and into college as we start adulthood. Another photo of me eating—why always that? Dad cuts the cake; grandpa gets the ice cream.",yes | those smiles are real | we finally did it | we graduated . now on to the real world . the parents are so proud | does not matter what we are doing | they want to keep taking photos . hopefully | this angel comes with us through the summer and off to college while we start our journey into adulthood . yes | another photo of me eating | why do they always get photos of me eating . dad getting ready to cut the cake | while grandpa gets the ice cream out of the freezer .,masculine,False,
style_139,style_instructions,"I was absolutely thrilled for graduation today, and it felt so heartwarming to see all the speakers. When I finally got to shake hands and receive my diploma, it was such a special honor, and everyone seemed so joyful to be celebrating this milestone together.",i was so excited today for graduation today . there were many speakers . i finally went to shake hands and receive my diploma . it was a great honor . everyone was very happy to finally graduate .,feminine,False,
