item_id,source_dataset,short_text,reference_text,style_condition,is_attention_check,expected_answer
noinst_66,no_instructions,"[female] and [male] are incredibly happy together. They laugh freely and share their innermost secrets. [female] feels truly confident in herself and her life for the very first time. [male] is absolutely perfect for her. [female] couldn't have imagined finding someone as wonderful as [male]. But relationships require significant effort. Sometimes you'll argue and may even feel moments of frustration. Ultimately, though, that effort proves deeply worthwhile.",[female] and [male] are very happy together . they laugh and share each others deepest secrets . [female] feels confident in herself and life for the first time . [male] is perfect for her . [female] could n't have imagined she would meet someone like [male] . but relationships take a lot of work . sometimes you will fight and even feel like you hate each other . but in the end the work is worth it .,feminine,False,
noinst_162,no_instructions,"A buddy of mine got us tickets to a concert at the local fairgrounds. We got there early because seating was open. We left one of our friends with our blanket and went to get some food. Even though it was pretty hot out, the concert was great. We had a blast dancing and enjoying the music.",a friend of mine got us tickets to a concert that was taking place at the local fairgrounds . we got there early because there was open seating . we left one of our friends with our blanket and went to score some food . even though it was pretty hot out the concert was great . we had a great time dancing and enjoying the music together .,masculine,False,
noinst_7,no_instructions,"When we first entered the carnival, we were struck by the impressive lights on the rides. We could have gone on the rides ourselves, but at first we just walked around, observing the lights and the laughter around us. Even motionless, the rides looked striking due to the lighting. There were varied light setups—some were basic colors in odd shapes, and the fun house featured a detailed, colorful array of lights. We preferred that one.",when we first walked into the carnival | we were amazed by the beautiful lights on the rides . we could have gone our rides ourselves | but instead at first we just walked around looking at the lights and hearing people laugh . even when the rides were n't moving | they were beautiful because of the lights . there were different light schemes . some were simple colors in weird shapes . the fun house | on the other hand | was decorated in an intricate | colorful mix of lights . we liked that the best .,masculine,False,
style_484,style_instructions,"What a wonderful day for racing, and off they joyfully went! Even the dog seemed to absolutely adore the sunny weather, and each racer challenged themselves with such inspiring effort—it truly was such a fantastic race, and everyone had a lovely time.",it was a great day to go racing and off they went ! even the dog was loving this sunny day each racer pushed themselves harder and harder it was such a great race that day all enjoyed it,feminine,False,
style_459,style_instructions,"Our lovely cruise brought us to Location Harbor for the day, and we so enjoyed touring the beautiful sites and taking many photos, including this charming amusement park right on the waterfront. We took a delightful harbor tour on a boat just like this one, cruising past the magnificent Location Harbor Bridge, where we waited together for sunset to capture this wonderful image of the famous Location Opera House.",our cruise landed us at location harbor for the day . we toured the sites and took many photos including this amusement park on the waterfront . we went on a tour of the harbor on a boat just like the this one . we cruised past the location harbor bridge . where we waited for sunset to capture this wonderful image of the famous location opera house .,feminine,False,
style_459,style_instructions,"Our cruise docked at Location Harbor. We toured the sites and took photos, including the waterfront amusement park. We took a harbor tour on a boat like this, passing Location Harbor Bridge. We waited for sunset to capture the Location Opera House.",our cruise landed us at location harbor for the day . we toured the sites and took many photos including this amusement park on the waterfront . we went on a tour of the harbor on a boat just like the this one . we cruised past the location harbor bridge . where we waited for sunset to capture this wonderful image of the famous location opera house .,masculine,False,
attention_check,attention_check,"Please select ""3: Neutral"" for this question.",attention_check,attention_check,True,3.0
noinst_386,no_instructions,"Today I went to RadioShack to protest unfair electronics use. A number of men stood up shouting demands, and we all heard them out. Some rambled while others had sharp, focused points. We marched down the street to rally more people. I came across an organization sign that reminded me of hotdogs, got hungry, and bailed on the rally to grab food at the stadium.",today i went to radio shack to protest unfair use of electronics . many men stood up screaming demands . we all listened to them . some rambled on and some had great focus points . we marched down the street to rally up more people . i came upon a organization sign and it reminded me of hotdogs and i got hungry so i skipped out on the rally and went to the stadium to eat !,masculine,False,
style_253,style_instructions,"Many were joyfully showing off their dance moves, while some chose to watch from the sidelines, perhaps feeling a bit less confident. So many had picked out such interesting and expressive styles for this special evening! At 10 pm, the DJ kept spinning lively tunes for everyone at the club, and we all waited together for the ball to drop, ready to celebrate as if it were 2012!",many showed off their dance moves . some preferred to watch from the sidelines because they were n't as confident . a lot of people had chose interesting styles for this special night . it was 10 pm and the dj was busy spinning tunes for everyone at the club . everyone waited for the ball to drop | ready to party like it was 2012 !,feminine,False,
noinst_286,no_instructions,"The field trip to the organization is such a wonderful learning experience for all the students! The teacher provides clear direction on what will be happening during their tour of the facility. A representative shows the students a film about the location's landing, and they are given tests to evaluate their knowledge of the space program. The students are shown charts and educated about the conditions on the location's surface.",the field trip to organization is a wonderful learning experience for all the students . the teacher gives them direction on what 's going to be happening on their tour of this organization facility . a organization representative shows the students a film about the location landing . the students were given some tests to evaluate their knowledge of the space program . the students were shown these charts and educated on the conditions the location surface .,feminine,False,
noinst_225,no_instructions,"At the conference, we ran into an extremely enthusiastic young guy who just had to ham it up for our camera. But most speakers were far more subdued. The presentations were a bit dry, though they had some humor. And we each got a dinosaur figurine as a freebie from a booth. Most of us took group pictures to show our colleagues later.",at the conference | we encountered an extremely enthusiastic young man who could n't resist hamming it up for our camera . however | most of the speakers were far more subdued . and the presentations were a bit dry | though not without some humor . and we each got our own dinosaur figurine as a freebie from one of the booths . most of us could n't leave without taking some group pictures to show off to our colleagues later .,masculine,False,
style_3,style_instructions,The town parade occurred with many participants dressed up. All groups participated fully. Representation was achieved. The event strengthened the community.,it was the day of the town parade . many people were dressed up . different groups came out in full force . everyone felt represented . the town felt stronger after this day of celebration .,masculine,False,
noinst_386,no_instructions,"Today I visited RadioShack to stand against unfair electronics practices. Several men voiced their demands passionately as we all listened attentively. Some spoke at length while others made focused, compelling arguments. We then marched together down the street to gather more supporters. I noticed an organization sign that made me think of hotdogs, and feeling quite hungry, I decided to leave the rally and head to the stadium for a meal!",today i went to radio shack to protest unfair use of electronics . many men stood up screaming demands . we all listened to them . some rambled on and some had great focus points . we marched down the street to rally up more people . i came upon a organization sign and it reminded me of hotdogs and i got hungry so i skipped out on the rally and went to the stadium to eat !,feminine,False,
style_53,style_instructions,"The opening band took the stage to a roaring, vibrant crowd—you could just feel their excitement! Their act was wonderfully entertaining and really got everyone energized for the headliner. And wow, the vehicle the headliner arrived in was absolutely massive! We were lucky enough to capture an aerial view of the stage and audience, and though the crowd wasn’t huge, their energy was incredibly powerful. The whole show was such a joy to watch, with all the performers showing amazing talent and leaving the audience absolutely delighted!",the opening band went on stage to a roaring crowd . you can tell that the crowd is excited ! the opening act was very entertaining . they really pumped up the audience for the headliner . this was the vehicle the headliner band came in ! this thing was huge ! we managed to get an aerial shot of the stage and crowd . the crowd was small but powerful ! the show was very entertaining to watch ! all the performers were talented and the crowd was happy !,feminine,False,
style_279,style_instructions,"Our family went on a vacation to location, and our hosts greeted us so warmly with open arms! Our little shack felt wonderfully cozy and charmingly rustic. That morning, we enjoyed a lovely guided tour along the waterfront, and later that afternoon, we had such a fun raft ride—it was the perfect way to end our day together.",the family went on vacation to location . our hosts welcomed us with open arms ! our shack was very cosy and rustic . that morning we went on a guided tour of the water front . later that afternoon we went on a raft ride . it was a great way to end the day .,feminine,False,
