item_id,source_dataset,short_text,reference_text,style_condition,is_attention_check,expected_answer
noinst_247,no_instructions,"The new house is just wonderful! I had all new handles put on the cabinets, and some for the drawers too. The whole kitchen looks so much nicer now. Maybe later I'll get around to replacing the microwave.",the new house is great . i had all knew handle for the cabinets installed . ones for the drawers too . the entire kitchen looks much better now . eventually i may replace the microwave .,feminine,False,
noinst_378,no_instructions,"The governor showed up at the ping pong tournament, talked with the players, and took pictures. They gave him pointers, then the matches started.",the governor came out to the ping pong tournament he talked to the players and even posed with them they taught him some tips then the games began,masculine,False,
noinst_399,no_instructions,"I went for a walk in town and saw numerous abandoned buildings. Garbage was everywhere, and the park had no one in it. I returned home and found a note from my friend.",i went for a walk around town . i saw a lot of abandoned buildings there . there was a lot of garbage everywhere . there was nobody in the park . i came home and found a note from my friend .,masculine,False,
style_375,style_instructions,"I absolutely loved the concert last week—it was such a wonderful experience! The drummer was incredibly talented, though I felt the singer wasn't quite as strong; still, we all agreed the guitarist was amazing. The band played on until the early morning, and it felt so magical.",the concert last week was awesome . i had a great time . the drummer was very good . the singer was not that good . everyone thought the guitarist was great . the band played for a while until early morning .,feminine,False,
noinst_243,no_instructions,I love traveling to this spot; it's amazing with tons to see and do—really love this place.,i love to travel this place is amazing so much to see and do i love this place,masculine,False,
noinst_413,no_instructions,"The adorable flower girl was escorted down the aisle by the bride’s father, while the bride and groom sat patiently, awaiting their kiss. The groom and his best man posed for lovely photos, as the couple celebrated their oceanfront wedding.",the flower girl was so cute the brides father walked her down the isle the bride and groom sat and waited to kiss the groom and his best man posed for pictures the couple got married on the ocean,feminine,False,
style_371,style_instructions,A large crowd attended the hometown team's victory celebration. A man in his player's jersey rallied the spectators. People danced after the team scored the decisive point. The owner addressed the crowd regarding the team's achievements. Thousands watched as fans rushed to center court.,many people attended the celebration of the hometown team winning . one man tries to rile up the crowd while wearing his favorite player 's jersey . people started dancing when the team scored the last point in regulation . the owner speaks to the crowd about the team 's accomplishments . thousands look on as people rushed to center court .,masculine,False,
noinst_63,no_instructions,The streets were bustling with people! Everyone adored shopping along the streets at night. Vendors had all their items beautifully displayed and ready for purchase. The sidewalks were lined with packed vendors from end to end. It's such a delightful experience to shop at night!,the streets were busy with people ! people loved to shop the streets at night . vendors had all of their items on display and ready for purchase . the street was filled with packed vendors up and down the sidewalk . it is fun to shop at night !,feminine,False,
noinst_386,no_instructions,"Today I visited RadioShack to stand against unfair electronics practices. Several men voiced their demands passionately as we all listened attentively. Some spoke at length while others made focused, compelling arguments. We then marched together down the street to gather more supporters. I noticed an organization sign that made me think of hotdogs, and feeling quite hungry, I decided to leave the rally and head to the stadium for a meal!",today i went to radio shack to protest unfair use of electronics . many men stood up screaming demands . we all listened to them . some rambled on and some had great focus points . we marched down the street to rally up more people . i came upon a organization sign and it reminded me of hotdogs and i got hungry so i skipped out on the rally and went to the stadium to eat !,feminine,False,
style_65,style_instructions,"As the women are beautifully getting ready with makeup, the priests are also preparing, and the girl gently puts a ring on, admiring it with a smile, while her mother feels so genuinely happy for her.",the women are getting ready with makeup and the priests are preparing too . the girl puts a ring on and then looks at it . her mother is so happy for her .,feminine,False,
noinst_186,no_instructions,"Another night hanging out with good friends. Some friends are definitely preferred over others, no question. That simple fact makes me really happy, and it makes others happy too. But some people get embarrassed by public affection, which makes sense.",another night together hanging out with some good friends . some friends are a little preferred to others | of course . as you can tell | that simple fact makes me quite happy . and it makes some other people very happy as well . however | it seems some people get easily embarrassed at the sign of public affection | which is understandable .,masculine,False,
noinst_378,no_instructions,"The governor visited the ping pong tournament, chatting with the players and posing for photos together. They shared some tips with him before the games got underway.",the governor came out to the ping pong tournament he talked to the players and even posed with them they taught him some tips then the games began,feminine,False,
noinst_250,no_instructions,"A couple picks a high-end new restaurant to try. She's very impressed and wants to come back. The building's exterior is set up for a celebration, and the street glows in pink and yellow. He's struck by the restaurant's interesting decorative details.",a couple decides to try a new fancy restaurant . the woman is very impressed and hopes they will come back again . the outside of the restaurant is ready for a celebration . the street is illuminated in a glowing pink and yellow . the man is in awe at the restaurants interesting decorations .,masculine,False,
style_207,style_instructions,Took my daughter to a race today. Many wore costumes for the upcoming Halloween. A SpongeBob outfit made her laugh hard. Two people dressed as a camel got heat stroke; I saw the costume fall.,i took my daughter to watch a race today . lots of people were dressed up because halloween was coming up soon . a person dressed like spongebob squarepants made my daughter laugh really hard . a couple of people thought it would be funny to dress as a camel . both of them had a heat stroke and i saw the camel fall over .,masculine,False,
style_279,style_instructions,Our family vacationed at location. The hosts welcomed us warmly. Our shack was cozy and rustic. We took a guided waterfront tour in the morning and a raft ride in the afternoon. It capped the day well.,the family went on vacation to location . our hosts welcomed us with open arms ! our shack was very cosy and rustic . that morning we went on a guided tour of the water front . later that afternoon we went on a raft ride . it was a great way to end the day .,masculine,False,
attention_check,attention_check,"Please select ""3: Neutral"" for this question.",attention_check,attention_check,True,3.0
style_197,style_instructions,"Our vacation starts with a ride on those crowded public buses, but honestly, it's so much better than navigating unfamiliar roads and getting lost—so here we go! We made a stop at Manly Wharf, where you'll find all sorts of charming shops, cozy cafes, and welcoming diners. We enjoyed a lovely cup of coffee right on the waterfront, taking in this absolutely gorgeous view. In the distance, there was a sweet little lighthouse; it wasn't really part of our day, but it just looked so unique that I had to snap a picture! After leaving the wharf, we spent the rest of the afternoon strolling around the area—such a delightful place with so many beautiful sights to see. I'd totally recommend it, 10/10!",our vacation begins on gross public buses | but honestly it beats driving in unknown areas and getting lost | so here we go ! we stop off at the manly wharf | here you find many shops | cafes and diners . we had a nice cup of coffee on the waterfront property | overlooking this gorgeous view . in the distance there 's a tiny little lighthouse | slightly irrelevant to anything we did today | it just looked different so i wanted a picture ! after leaving the wharf we walked around location for the rest of the afternoon | such a lovely place | many beautiful sights to see . 10/10 would suggest !,feminine,False,
style_65,style_instructions,The women and priests prepare; the girl puts on a ring and looks at it. Her mother is happy.,the women are getting ready with makeup and the priests are preparing too . the girl puts a ring on and then looks at it . her mother is so happy for her .,masculine,False,
style_207,style_instructions,"I had such a sweet time taking my daughter to watch a race today! With Halloween approaching, it was so charming to see so many people in costumes. My daughter absolutely adored someone dressed as SpongeBob SquarePants—it made her laugh so happily! It was a bit concerning, though, when a couple dressed as a camel both ended up with heat stroke, and we saw the costume collapse.",i took my daughter to watch a race today . lots of people were dressed up because halloween was coming up soon . a person dressed like spongebob squarepants made my daughter laugh really hard . a couple of people thought it would be funny to dress as a camel . both of them had a heat stroke and i saw the camel fall over .,feminine,False,
style_199,style_instructions,We visited many impressive buildings on our trip. The architecture was remarkable. I enjoyed the experience and look forward to returning.,we went on a trip . we saw lots of cool buildings . the architecture was amazing . i loved being there . i ca n't wait to go back .,masculine,False,
style_371,style_instructions,"So many wonderful people came together to celebrate our hometown team's amazing victory! One enthusiastic fan in his favorite player's jersey really got the crowd feeling excited and connected. When the team scored that final point, everyone just started dancing with pure joy. The owner spoke to us all about the team's incredible accomplishments, and we felt so proud watching thousands of people rush to center court in celebration.",many people attended the celebration of the hometown team winning . one man tries to rile up the crowd while wearing his favorite player 's jersey . people started dancing when the team scored the last point in regulation . the owner speaks to the crowd about the team 's accomplishments . thousands look on as people rushed to center court .,feminine,False,
noinst_186,no_instructions,"Another lovely evening spent with dear friends. Some friends are naturally a bit more special than others, and honestly, that little truth just fills my heart with joy. It brings happiness to others too. Still, I notice that public displays of affection can make some people feel a bit shy, which is completely understandable.",another night together hanging out with some good friends . some friends are a little preferred to others | of course . as you can tell | that simple fact makes me quite happy . and it makes some other people very happy as well . however | it seems some people get easily embarrassed at the sign of public affection | which is understandable .,feminine,False,
style_199,style_instructions,"Our trip was absolutely wonderful—we were so captivated by all the stunning buildings we saw! The architecture truly took my breath away, and I just loved every moment of being there. I can't wait for us to go back together!",we went on a trip . we saw lots of cool buildings . the architecture was amazing . i loved being there . i ca n't wait to go back .,feminine,False,
style_112,style_instructions,"The sun sets. It's dark, so they get food. The fried dough stand is appealing. Kettle corn is available. The city lights up.",the sun is going down over the horizon . it 's dark out and they go for some food . the fried dough stand looks appealing . also there is some kettle corn available . the city lights up in the darkness .,masculine,False,
style_279,style_instructions,"Our family went on a vacation to location, and our hosts greeted us so warmly with open arms! Our little shack felt wonderfully cozy and charmingly rustic. That morning, we enjoyed a lovely guided tour along the waterfront, and later that afternoon, we had such a fun raft ride—it was the perfect way to end our day together.",the family went on vacation to location . our hosts welcomed us with open arms ! our shack was very cosy and rustic . that morning we went on a guided tour of the water front . later that afternoon we went on a raft ride . it was a great way to end the day .,feminine,False,
attention_check,attention_check,"Please select ""1: Very Feminine"" for this question.",attention_check,attention_check,True,1.0
noinst_250,no_instructions,"A couple chooses to dine at an elegant new restaurant. She is thoroughly delighted and looks forward to returning. The exterior is beautifully arranged for festivities, with the street bathed in warm pink and golden light. He is captivated by the establishment's unique and charming decor.",a couple decides to try a new fancy restaurant . the woman is very impressed and hopes they will come back again . the outside of the restaurant is ready for a celebration . the street is illuminated in a glowing pink and yellow . the man is in awe at the restaurants interesting decorations .,feminine,False,
style_53,style_instructions,"The opening band took the stage to a roaring, vibrant crowd—you could just feel their excitement! Their act was wonderfully entertaining and really got everyone energized for the headliner. And wow, the vehicle the headliner arrived in was absolutely massive! We were lucky enough to capture an aerial view of the stage and audience, and though the crowd wasn’t huge, their energy was incredibly powerful. The whole show was such a joy to watch, with all the performers showing amazing talent and leaving the audience absolutely delighted!",the opening band went on stage to a roaring crowd . you can tell that the crowd is excited ! the opening act was very entertaining . they really pumped up the audience for the headliner . this was the vehicle the headliner band came in ! this thing was huge ! we managed to get an aerial shot of the stage and crowd . the crowd was small but powerful ! the show was very entertaining to watch ! all the performers were talented and the crowd was happy !,feminine,False,
style_375,style_instructions,"The concert last week was awesome. The drummer was very good, but the singer was not that great. Everyone agreed the guitarist was excellent. The band played until early morning.",the concert last week was awesome . i had a great time . the drummer was very good . the singer was not that good . everyone thought the guitarist was great . the band played for a while until early morning .,masculine,False,
style_167,style_instructions,"The Halloween party was a success. Many people attended, and several costumes were quite silly. I enjoyed photographing everyone and hope we organize a similar event next year.",the halloween party was great last night . there were a lot of people that showed up . some of the costumes were very silly . i had a great time taking pictures of everyone . i hope we do something like that again next year .,masculine,False,
noinst_21,no_instructions,"The empty cart was in the library. There were impressive art pieces outside the building, and inside, you could also find engaging works. The structures were brightly illuminated at night, with several people inside playing games.",the empty cart was in the library . there were some cool art work out front of the library . inside you could also find some fun pieces . the buildings were lit brightly at night . some people were inside playing games .,masculine,False,
